SeriesCode,Indicator Name,Short definition,Long definition,Source,Topic,Periodicity,Base Period,Aggregation method,Conceptual implications and limitations,Notes from original source,General comments,WDI,GDF
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",Physicians include generalist and specialist medical practitioners.,Physicians include generalist and specialist medical practitioners.,"World Health Organization, Global Atlas of the Health Workforce. For latest updates and metadata, see http://apps.who.int/globalatlas/.",Health: Health services,Annual,,Weighted average,,,,WDI,
SH.MLR.INCD,"Notified cases of malaria (per 100,000 people)","Malaria incidence is expressed as the number of new cases of malaria per 100,000 people each year. The number of cases reported is adjusted to take into account incompleteness in reporting systems, patients seeking treatment in the private sector, self-medicating or not seeking treatment at all, and potential over-diagnosis through the lack of laboratory confirmation of cases.","Malaria incidence is expressed as the number of new cases of malaria per 100,000 people each year. The number of cases reported is adjusted to take into account incompleteness in reporting systems, patients seeking treatment in the private sector, self-medicating or not seeking treatment at all, and potential over-diagnosis through the lack of laboratory confirmation of cases.",World Health Organization.,Health: Risk factors,Annual,,Weighted average,,,,WDI,
SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population),Use of insecticide-treated bed nets refers to the percentage of children under age five who slept under an insecticide-treated bednet to prevent malaria.,Use of insecticide-treated bed nets refers to the percentage of children under age five who slept under an insecticide-treated bednet to prevent malaria.,"UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.MLR.TRET.ZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Malaria treatment refers to the percentage of children under age five who were ill with fever in the last two weeks and received any appropriate (locally defined) anti-malarial drugs.,Malaria treatment refers to the percentage of children under age five who were ill with fever in the last two weeks and received any appropriate (locally defined) anti-malarial drugs.,"UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.MMR.DTHS,Number of maternal deaths,Maternal deaths is the number of women who die during pregnancy and childbirth.,"A maternal death refers to the death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, from any cause related to or aggravated by the pregnancy or its management but not from accidental or incidental causes.","Trends in Maternal Mortality: 1990-2010. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank.",Health: Reproductive health,Annual,,Sum,,,,#N/A,#N/A
SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country),"Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death.","Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death. ","Trends in Maternal Mortality: 1990-2010. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank.",Health: Reproductive health,Annual,,Weighted average,,,,WDI,
SH.MMR.RISK.ZS,Lifetime risk of maternal death (%),"Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death.","Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death. ","Trends in Maternal Mortality: 1990-2010. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank.",Health: Reproductive health,Annual,,Weighted average,,,,WDI,
SH.PRV.SMOK.FE,"Smoking prevalence, females (% of adults)","Prevalence of smoking, female is the percentage of women ages 15 and over who smoke any form of tobacco, including cigarettes, cigars, and pipes, and excluding smokeless tobacco. Data include daily and non-daily smoking.","Prevalence of smoking, female is the percentage of women ages 15 and over who smoke any form of tobacco, including cigarettes, cigars, and pipes, and excluding smokeless tobacco. Data include daily and non-daily smoking.",WHO Report on the Global Tobacco Epidemic.,Health: Risk factors,Annual,,Weighted average,,,,WDI,
SH.PRV.SMOK.MA,"Smoking prevalence, males (% of adults)","Prevalence of smoking, male is the percentage of men ages 15 and over who smoke any form of tobacco, including cigarettes, cigars, and pipes, and excluding smokeless tobacco. Data include daily and non-daily smoking.","Prevalence of smoking, male is the percentage of men ages 15 and over who smoke any form of tobacco, including cigarettes, cigars, and pipes, and excluding smokeless tobacco. Data include daily and non-daily smoking.",WHO Report on the Global Tobacco Epidemic.,Health: Risk factors,Annual,,Weighted average,,,,WDI,
SH.STA.ACSN,Improved sanitation facilities (% of population with access),"Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human, animal, and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective, facilities must be correctly constructed and properly maintained.","Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human, animal, and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective, facilities must be correctly constructed and properly maintained.","World Health Organization and United Nations Children's Fund, Joint Measurement Programme (JMP) (http://www.wssinfo.org/).",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.STA.ACSN.RU,"Improved sanitation facilities, rural (% of rural population with access)","Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human, animal, and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective, facilities must be correctly constructed and properly maintained.","Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human, animal, and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective, facilities must be correctly constructed and properly maintained.","World Health Organization and United Nations Children's Fund, Joint Measurement Programme (JMP) (http://www.wssinfo.org/).",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.STA.ACSN.UR,"Improved sanitation facilities, urban (% of urban population with access)","Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human, animal, and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective, facilities must be correctly constructed and properly maintained.","Access to improved sanitation facilities refers to the percentage of the population with at least adequate access to excreta disposal facilities that can effectively prevent human, animal, and insect contact with excreta. Improved facilities range from simple but protected pit latrines to flush toilets with a sewerage connection. To be effective, facilities must be correctly constructed and properly maintained.","World Health Organization and United Nations Children's Fund, Joint Measurement Programme (JMP) (http://www.wssinfo.org/).",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),Pregnant women receiving prenatal care are the percentage of women attended at least once during pregnancy by skilled health personnel for reasons related to pregnancy.,Pregnant women receiving prenatal care are the percentage of women attended at least once during pregnancy by skilled health personnel for reasons related to pregnancy.,"UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Reproductive health,Annual,,Weighted average,,,Relevance to gender indicator: Good prenatal and postnatal care improve maternal health and reduce maternal and infant mortality.,WDI,
SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider),"Children with acute respiratory infection (ARI) who are taken to a health provider refers to the percentage of children under age five with ARI in the last two weeks who were taken to an appropriate health provider, including hospital, health center, dispensary, village health worker, clinic, and private physician.","Children with acute respiratory infection (ARI) who are taken to a health provider refers to the percentage of children under age five with ARI in the last two weeks who were taken to an appropriate health provider, including hospital, health center, dispensary, village health worker, clinic, and private physician.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months),Exclusive breastfeeding refers to the percentage of children less than six months old who are fed breast milk alone (no other liquids) in the past 24 hours.,Exclusive breastfeeding refers to the percentage of children less than six months old who are fed breast milk alone (no other liquids) in the past 24 hours.,"UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Nutrition,Annual,,Weighted average,,,,WDI,
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),"Births attended by skilled health staff are the percentage of deliveries attended by personnel trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.","Births attended by skilled health staff are the percentage of deliveries attended by personnel trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Reproductive health,Annual,,Weighted average,,,Relevance to gender indicator: Women who are assisted by trained professionals is important to decrease maternal deaths during childbirths. The share of births attended by skilled health staff is an indicator of a health system’s ability to provide adequate care for pregnant women.,WDI,
SH.STA.BRTW.ZS,Low-birthweight babies (% of births),"Low-birthweight babies are newborns weighing less than 2,500 grams, with the measurement taken within the first hours of life, before significant postnatal weight loss has occurred.","Low-birthweight babies are newborns weighing less than 2,500 grams, with the measurement taken within the first hours of life, before significant postnatal weight loss has occurred.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Nutrition,Annual,,Weighted average,,,,WDI,
SH.STA.MALN.ZS,"Malnutrition prevalence, weight for age (% of children under 5)",Prevalence of child malnutrition is the percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the international reference population ages 0-59 months. The data are based on the WHO's new child growth standards released in 2006.,Prevalence of child malnutrition is the percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the international reference population ages 0-59 months. The data are based on the WHO's new child growth standards released in 2006.,"World Health Organization, Global Database on Child Growth and Malnutrition. Aggregation is based on UNICEF/WHO Joint Global Malnutrition Analysis Date Set 2011, and additional analysis by UNICEF.",Health: Nutrition,Annual,,Weighted average,,,,WDI,
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal mortality ratio is the number of women who die during pregnancy and childbirth, per 100,000 live births. The data are estimated with a regression model using information on fertility, birth attendants, and HIV prevalence.","Maternal mortality ratio is the number of women who die during pregnancy and childbirth, per 100,000 live births. The data are estimated with a regression model using information on fertility, birth attendants, and HIV prevalence.","Trends in Maternal Mortality: 1990-2010. Estimates Developed by WHO, UNICEF, UNFPA and the World Bank.",Health: Reproductive health,Annual,,Weighted average,,"Estimates of maternal mortality are presented along with upper and lower  limits of intervals (see footnote) designed to depict the uncertainty of estimates. The intervals are the product of a detailed probabilistic evaluation of the uncertainty attributable to the various components of the estimation process. For estimates derived from the multilevel regression model, the components of uncertainty were divided into two groups: those reflected within the regression model (internal sources), and those due to assumptions or calculations that occur outside the model (external sources). Estimates of the total uncertainty reflect a combination of these various sources.",Relevance to gender indicator: this indicator represents the risk associated with each pregnancy and is also a Millennium Development Goal Indicator for monitoring maternal health.,WDI,
SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)","Maternal mortality ratio is the number of women who die during pregnancy and childbirth, per 100,000 live births.","Maternal mortality ratio is the number of women who die during pregnancy and childbirth, per 100,000 live births.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Reproductive health,Annual,,,,,,WDI,
SH.STA.ORCF.ZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),"Children with diarrhea who received oral rehydration and continued feeding refer to the percentage of children under age five with diarrhea in the two weeks prior to the survey who received either oral rehydration therapy or increased fluids, with continued feeding.","Children with diarrhea who received oral rehydration and continued feeding refer to the percentage of children under age five with diarrhea in the two weeks prior to the survey who received either oral rehydration therapy or increased fluids, with continued feeding.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys by Macro International.",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.STA.OWGH.ZS,Prevalence of overweight (% of children under 5),Prevalence of overweight children is the percentage of children under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.,Prevalence of overweight children is the percentage of children under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.,"World Health Organization, Global Database on Child Growth and Malnutrition.",Health: Nutrition,Annual,,Weighted average,,,,WDI,
SH.STA.STNT.ZS,"Malnutrition prevalence, height for age (% of children under 5)",Prevalence of child malnutrition is the percentage of children under age 5 whose height for age (stunting) is more than two standard deviations below the median for the international reference population ages 0-59 months. For children up to two years old height is measured by recumbent length. For older children height is measured by stature while standing. The data are based on the WHO's new child growth standards released in 2006.,Prevalence of child malnutrition is the percentage of children under age 5 whose height for age (stunting) is more than two standard deviations below the median for the international reference population ages 0-59 months. For children up to two years old height is measured by recumbent length. For older children height is measured by stature while standing. The data are based on the WHO's new child growth standards released in 2006.,"World Health Organization, Global Database on Child Growth and Malnutrition.",Health: Nutrition,Annual,,Weighted average,,,,WDI,
SH.STA.WAST.ZS,Prevalence of wasting (% of children under 5),Wasting prevalence is the proportion of children under five whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.,Wasting prevalence is the proportion of children under five whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.,"World Health Organization, Global Database on Child Growth and Malnutrition.",Health: Nutrition,Annual,,Weighted average,,,,WDI,
SH.TBS.CURE.ZS,Tuberculosis treatment success rate (% of registered cases),"Tuberculosis treatment success rate is the percentage of new, registered smear-positive (infectious) cases that were cured or in which a full course of treatment was completed.","Tuberculosis treatment success rate is the percentage of new, registered smear-positive (infectious) cases that were cured or in which a full course of treatment was completed.","World Health Organization, Global Tuberculosis Control Report.",Health: Disease prevention,Annual,,Weighted average,,,,WDI,
SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the percentage of newly notified tuberculosis cases (including relapses) to estimated incident cases (case detection, all forms).","Tuberculosis case detection rate (all forms) is the percentage of newly notified tuberculosis cases (including relapses) to estimated incident cases (case detection, all forms).","World Health Organization, Global Tuberculosis Control Report.",Health: Disease prevention,Annual,,Weighted average,,"Estimates are presented with uncertainty intervals (see footnote). When ranges are presented, the lower and higher numbers correspond to the 2.5th and 97.5th centiles of the outcome distributions (generally produced by simulations). For more detailed information, see the original source.",,WDI,
SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new pulmonary, smear positive, and extra-pulmonary tuberculosis cases.","Incidence of tuberculosis is the estimated number of new pulmonary, smear positive, and extra-pulmonary tuberculosis cases.","World Health Organization, Global Tuberculosis Control Report.",Health: Risk factors,Annual,,Weighted average,,"Estimates are presented with uncertainty intervals (see footnote). When ranges are presented, the lower and higher numbers correspond to the 2.5th and 97.5th centiles of the outcome distributions (generally produced by simulations). For more detailed information, see the original source.",,WDI,
SH.VAC.TTNS.ZS,Newborns protected against tetanus (%),Newborns protected against tetanus are the percentage of births by women of child-bearing age who are immunized against tetanus.,Newborns protected against tetanus are the percentage of births by women of child-bearing age who are immunized against tetanus.,"UNICEF, State of the World's Children, Childinfo.",Health: Reproductive health,Annual,,Weighted average,,,,WDI,
SH.VST.OUTP,Outpatient visits per capita,"Outpatient visits per capita are the number of visits to health care facilities per capita, including repeat visits.","Outpatient visits per capita are the number of visits to health care facilities per capita, including repeat visits.","WHO, OECD and supplemented by country data.",Health: Health services,Annual,,Weighted average,,,,WDI,
SH.XPD.EXTR.ZS,External resources for health (% of total expenditure on health),"External resources for health are funds or services in kind that are provided by entities not part of the country in question. The resources may come from international organizations, other countries through bilateral arrangements, or foreign nongovernmental organizations. These resources are part of total health expenditure.","External resources for health are funds or services in kind that are provided by entities not part of the country in question. The resources may come from international organizations, other countries through bilateral arrangements, or foreign nongovernmental organizations. These resources are part of total health expenditure.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"In some cases, the sum of public and private expenditures on health may not add up to 100% because of rounding. All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.OOPC.TO.ZS,Out-of-pocket health expenditure (% of total expenditure on health),"Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.","Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.OOPC.ZS,Out-of-pocket health expenditure (% of private expenditure on health),"Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.","Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.PCAP,Health expenditure per capita (current US$),"Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation. Data are in current U.S. dollars.","Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation. Data are in current U.S. dollars.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.PCAP.PP.KD,"Health expenditure per capita, PPP (constant 2005 international $)","Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation. Data are in international dollars converted using 2005 purchasing power parity (PPP) rates.","Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation. Data are in international dollars converted using 2005 purchasing power parity (PPP) rates.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,2005,Weighted average,,"PPP series resulting from the 2005 International comparison project (ICP) estimated by the World Bank has been used. In countries where this is not available, PPPs are estimated by the WHO. All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.PRIV.ZS,"Health expenditure, private (% of GDP)","Private health expenditure includes direct household (out-of-pocket) spending, private insurance, charitable donations, and direct service payments by private corporations.","Private health expenditure includes direct household (out-of-pocket) spending, private insurance, charitable donations, and direct service payments by private corporations.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.PUBL,"Health expenditure, public (% of total health expenditure)","Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds. Total health expenditure is the sum of public and private health expenditure. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation.","Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds. Total health expenditure is the sum of public and private health expenditure. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"In some cases, the sum of public and private expenditures on health may not add up to 100% because of rounding. All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.PUBL.GX.ZS,"Health expenditure, public (% of government expenditure)","Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds.","Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.PUBL.ZS,"Health expenditure, public (% of GDP)","Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds.","Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SH.XPD.TOTL.ZS,"Health expenditure, total (% of GDP)","Total health expenditure is the sum of public and private health expenditure. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation.","Total health expenditure is the sum of public and private health expenditure. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation.",World Health Organization National Health Account database (see http://apps.who.int/nha/database for the most recent updates).,Health: Health services,Annual,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007–08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",The latest updates on these data are accessible in WHO's National Health Accounts (NHA) website (http://www.who.int/nha/en/).,WDI,
SI.DST.02ND.20,Income share held by second 20%,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",Poverty: Income distribution,Annual,,,,,,WDI,
SI.DST.03RD.20,Income share held by third 20%,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",Poverty: Income distribution,Annual,,,,,,WDI,
SI.DST.04TH.20,Income share held by fourth 20%,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",Poverty: Income distribution,Annual,,,,,,WDI,
SI.DST.05TH.20,Income share held by highest 20%,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,"World Bank, Development Research Group. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are from the Luxembourg Income Study database. For more information and methodology, please see PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",Poverty: Income distribution,Annual,,,,,,WDI,
